,gs,cs_range,ccount,bias,0
106,0.06,37.5,0.698970004336019,1,5.262519
107,0.06,37.5,1.04139268515823,1,5.27258
108,0.06,37.5,0.7781512503836441,1,5.2648983
109,0.05,37.5,1.23044892137827,1,5.433093
110,0.05,37.5,1.07918124604762,1,5.429412
111,0.05,37.5,1.07918124604762,1,5.429412
112,0.05,37.5,0.7781512503836441,1,5.421738
113,0.05,37.5,1.0,1,5.4274387
114,0.05,37.5,0.6020599913279621,1,5.417033
115,0.05,37.5,1.11394335230684,1,5.4302683
116,0.05,37.5,0.9542425094393249,1,5.426283
117,0.05,37.5,1.27875360095283,1,5.434245
118,0.05,37.5,1.04139268515823,1,5.4284744
119,0.05,37.5,1.20411998265592,1,5.4324613
120,0.04,37.5,0.9030899869919442,1,5.567445
121,0.04,37.5,0.6020599913279621,1,5.5606203
122,0.04,37.5,0.9030899869919442,1,5.567445
123,0.04,37.5,0.9030899869919442,1,5.567445
124,0.04,37.5,1.27875360095283,1,5.5753174
125,0.04,37.5,0.698970004336019,1,5.562867
126,0.04,37.5,0.7781512503836441,1,5.5646687
127,0.04,37.5,1.07918124604762,1,5.571224
128,0.04,37.5,0.6020599913279621,1,5.5606203
129,0.04,37.5,1.14612803567824,1,5.5726194
130,0.03,37.5,1.04139268515823,1,5.6987715
131,0.03,37.5,1.07918124604762,1,5.6994295
132,0.03,37.5,0.7781512503836441,1,5.6939974
133,0.03,37.5,0.8450980400142571,1,5.695244
134,0.03,37.5,1.04139268515823,1,5.6987715
135,0.02,37.5,1.0,1,5.8135176
136,0.02,37.5,0.9030899869919442,1,5.8121343
137,0.02,37.5,0.9542425094393249,1,5.81287
138,0.02,37.5,0.6020599913279621,1,5.8075504
139,0.02,37.5,0.698970004336019,1,5.8090734
140,0.02,37.5,0.9542425094393249,1,5.81287
141,0.02,37.5,0.6020599913279621,1,5.8075504
142,0.02,37.5,0.6020599913279621,1,5.8075504
143,0.02,37.5,1.04139268515823,1,5.8140955
144,0.02,37.5,0.7781512503836441,1,5.8102846
145,0.02,37.5,0.698970004336019,1,5.8090734
146,0.02,37.5,0.6020599913279621,1,5.8075504
147,0.02,37.5,0.6020599913279621,1,5.8075504
148,0.01,37.5,0.6020599913279621,1,5.912163
149,0.01,37.5,0.7781512503836441,1,5.91427
150,0.01,37.5,0.698970004336019,1,5.9133396
151,1.16,42.5,1.23044892137827,1,0.11030233
152,1.15,42.5,0.698970004336019,1,0.11030018
153,1.05,42.5,0.698970004336019,1,0.11215079
154,1.04,42.5,0.9542425094393249,1,0.11253142
155,0.98,42.5,1.27875360095283,1,0.114792585
156,0.71,42.5,1.04139268515823,1,0.14768338
157,0.7,42.5,1.25527250510331,1,0.15121591
158,0.69,42.5,1.47712125471966,1,0.15507948
159,0.68,42.5,1.43136376415899,1,0.15832353
160,0.63,42.5,0.8450980400142571,1,0.17716384
161,0.6,42.5,1.3979400086720402,1,0.1966806
162,0.6,42.5,0.8450980400142571,1,0.1940167
163,0.59,42.5,1.4623979978989599,1,0.20366251
164,0.59,42.5,1.14612803567824,1,0.20203942
165,0.58,42.5,0.698970004336019,1,0.20687163
166,0.55,42.5,1.14612803567824,1,0.23409396
167,0.54,42.5,0.9030899869919442,1,0.24230409
168,0.53,42.5,1.6127838567197401,1,0.25725162
169,0.52,42.5,1.1760912590556798,1,0.26571012
170,0.5,42.5,1.11394335230684,1,0.2906692
171,0.49,42.5,1.56820172406699,1,0.30825007
172,0.48,42.5,1.23044892137827,1,0.32115734
173,0.47,42.5,1.07918124604762,1,0.3366443
174,0.46,42.5,1.3979400086720402,1,0.3571306
175,0.44,42.5,0.6020599913279621,1,0.39108843
176,0.43,42.5,1.34242268082221,1,0.4198392
177,0.43,42.5,1.49136169383427,1,0.42113483
178,0.4,42.5,1.7075701760979398,1,0.5027695
179,0.4,42.5,0.8450980400142571,1,0.4948315
180,0.39,42.5,1.25527250510331,1,0.52935535
181,0.39,42.5,1.44715803134222,1,0.5311698
182,0.39,42.5,1.56820172406699,1,0.5323246
183,0.33,42.5,1.49136169383427,1,0.77556306
184,0.32,42.5,1.04139268515823,1,0.82333046
185,0.32,42.5,1.47712125471966,1,0.82821727
186,0.32,42.5,1.32221929473392,1,0.8264692
187,0.31,42.5,1.44715803134222,1,0.88500834
188,0.29,42.5,0.8450980400142571,1,1.0063903
189,0.29,42.5,1.6434526764861899,1,1.0165305
190,0.28,42.5,1.23044892137827,1,1.0839945
191,0.27,42.5,0.8450980400142571,1,1.1576653
192,0.27,42.5,1.5440680443502801,1,1.1676004
193,0.27,42.5,1.1760912590556798,1,1.1623399
194,0.27,42.5,1.30102999566398,1,1.1641195
195,0.27,42.5,0.9030899869919442,1,1.1584804
196,0.26,42.5,0.9542425094393249,1,1.2451041
197,0.26,42.5,1.14612803567824,1,1.248007
198,0.25,42.5,1.5185139398778897,1,1.3480097
199,0.25,42.5,0.8450980400142571,1,1.3369995
200,0.24,42.5,1.07918124604762,1,1.4431888
201,0.24,42.5,1.44715803134222,1,1.4497148
202,0.24,42.5,0.698970004336019,1,1.4365221
203,0.24,42.5,1.3979400086720402,1,1.4488382
204,0.24,42.5,1.7708520116421398,1,1.4555056
205,0.23,42.5,0.8450980400142571,1,1.5505017
206,0.22,42.5,0.698970004336019,1,1.6690457
207,0.21,42.5,0.698970004336019,1,1.8011913
208,0.21,42.5,0.9542425094393249,1,1.8069868
209,0.21,42.5,1.5051499783199098,1,1.8196151
210,0.21,42.5,1.56820172406699,1,1.8210695
211,0.2,42.5,0.698970004336019,1,1.944706
212,0.2,42.5,0.9542425094393249,1,1.9510391
213,0.2,42.5,0.698970004336019,1,1.944706
214,0.2,42.5,0.9030899869919442,1,1.9497668
215,0.19,42.5,1.5314789170422598,1,2.1225286
216,0.19,42.5,1.34242268082221,1,2.1173553
217,0.18,42.5,1.0,1,2.2754898
218,0.18,42.5,1.49136169383427,1,2.290041
219,0.17,42.5,1.5910646070265002,1,2.4729576
220,0.17,42.5,0.6020599913279621,1,2.4414048
221,0.17,42.5,0.9542425094393249,1,2.452592
222,0.17,42.5,1.6020599913279598,1,2.473311
223,0.17,42.5,1.30102999566398,1,2.463664
224,0.17,42.5,1.04139268515823,1,2.45537
225,0.17,42.5,0.9030899869919442,1,2.4509633
226,0.16,42.5,1.49136169383427,1,2.6595373
227,0.16,42.5,1.49136169383427,1,2.6595373
228,0.15,42.5,0.7781512503836441,1,2.8318539
229,0.15,42.5,0.698970004336019,1,2.8289785
230,0.15,42.5,1.07918124604762,1,2.842801
231,0.15,42.5,1.04139268515823,1,2.8414252
232,0.14,42.5,0.6020599913279621,1,3.0285218
233,0.14,42.5,1.14612803567824,1,3.0493762
234,0.14,42.5,1.23044892137827,1,3.0526118
235,0.14,42.5,0.9030899869919442,1,3.0400555
236,0.13,42.5,0.7781512503836441,1,3.2430935
237,0.13,42.5,1.27875360095283,1,3.2631178
238,0.13,42.5,0.6020599913279621,1,3.2360463
239,0.13,42.5,1.14612803567824,1,3.2578163
240,0.13,42.5,0.7781512503836441,1,3.2430935
241,0.13,42.5,0.698970004336019,1,3.239925
242,0.12,42.5,1.20411998265592,1,3.47047
243,0.12,42.5,0.9542425094393249,1,3.4601612
244,0.12,42.5,1.23044892137827,1,3.4715543
245,0.11,42.5,1.41497334797082,1,3.6889434
246,0.11,42.5,1.32221929473392,1,3.685063
247,0.11,42.5,0.698970004336019,1,3.6588159
248,0.11,42.5,0.8450980400142571,1,3.6649923
249,0.11,42.5,0.8450980400142571,1,3.6649923
250,0.11,42.5,0.8450980400142571,1,3.6649923
251,0.11,42.5,1.49136169383427,1,3.6921344
252,0.11,42.5,1.47712125471966,1,3.6915407
253,0.1,42.5,1.27875360095283,1,3.889853
254,0.1,42.5,1.3979400086720402,1,3.8948731
255,0.1,42.5,1.07918124604762,1,3.8814096
256,0.1,42.5,1.27875360095283,1,3.889853
257,0.1,42.5,1.3979400086720402,1,3.8948731
258,0.09,42.5,1.6232492903979001,1,4.105644
259,0.09,42.5,1.0,1,4.079522
260,0.09,42.5,1.69019608002851,1,4.1084113
261,0.09,42.5,0.6020599913279621,1,4.062547
262,0.09,42.5,1.66275783168157,1,4.1072783
263,0.09,42.5,1.47712125471966,1,4.0995765
264,0.09,42.5,0.9542425094393249,1,4.0775814
265,0.09,42.5,0.698970004336019,1,4.0666995
266,0.09,42.5,0.6020599913279621,1,4.062547
267,0.09,42.5,0.698970004336019,1,4.0666995
268,0.08,42.5,1.04139268515823,1,4.275923
269,0.08,42.5,1.55630250076729,1,4.297153
270,0.08,42.5,1.14612803567824,1,4.280284
271,0.08,42.5,1.1760912590556798,1,4.281527
272,0.08,42.5,0.7781512503836441,1,4.2648745
273,0.07,42.5,1.3979400086720402,1,4.476712
274,0.07,42.5,0.9030899869919442,1,4.4567037
275,0.07,42.5,1.20411998265592,1,4.468943
276,0.07,42.5,0.9542425094393249,1,4.4587984
277,0.07,42.5,0.7781512503836441,1,4.4515657
278,0.07,42.5,1.0,1,4.460666
279,0.07,42.5,1.41497334797082,1,4.477391
280,0.07,42.5,0.7781512503836441,1,4.4515657
281,0.06,42.5,0.9030899869919442,1,4.634082
282,0.06,42.5,0.6020599913279621,1,4.6220446
283,0.06,42.5,0.6020599913279621,1,4.6220446
284,0.06,42.5,1.73239375982297,1,4.6659884
285,0.06,42.5,1.1760912590556798,1,4.6447954
286,0.06,42.5,1.14612803567824,1,4.643629
287,0.06,42.5,1.23044892137827,1,4.646905
288,0.06,42.5,0.9030899869919442,1,4.634082
289,0.06,42.5,1.44715803134222,1,4.655233
290,0.06,42.5,0.9030899869919442,1,4.634082
291,0.05,42.5,0.698970004336019,1,4.793768
292,0.05,42.5,1.55630250076729,1,4.825639
293,0.05,42.5,0.8450980400142571,1,4.799356
294,0.05,42.5,1.07918124604762,1,4.8081775
295,0.05,42.5,0.9542425094393249,1,4.803489
296,0.05,42.5,0.9542425094393249,1,4.803489
297,0.05,42.5,0.7781512503836441,1,4.796803
298,0.05,42.5,0.6020599913279621,1,4.790028
299,0.05,42.5,1.20411998265592,1,4.812818
300,0.05,42.5,0.9542425094393249,1,4.803489
301,0.05,42.5,0.698970004336019,1,4.793768
302,0.05,42.5,0.698970004336019,1,4.793768
303,0.04,42.5,0.8450980400142571,1,4.9566255
304,0.04,42.5,0.698970004336019,1,4.9513283
305,0.04,42.5,0.6020599913279621,1,4.9477777
306,0.04,42.5,1.20411998265592,1,4.969346
307,0.04,42.5,0.6020599913279621,1,4.9477777
308,0.04,42.5,1.14612803567824,1,4.96732
309,0.04,42.5,1.32221929473392,1,4.973436
310,0.04,42.5,0.9030899869919442,1,4.958709
311,0.04,42.5,1.20411998265592,1,4.969346
312,0.04,42.5,1.0,1,4.962166
313,0.04,42.5,0.7781512503836441,1,4.954207
314,0.04,42.5,0.698970004336019,1,4.9513283
315,0.04,42.5,1.20411998265592,1,4.969346
316,0.04,42.5,0.9542425094393249,1,4.9605374
317,0.03,42.5,0.6020599913279621,1,5.095098
318,0.03,42.5,1.49136169383427,1,5.1244984
319,0.03,42.5,0.8450980400142571,1,5.1034093
320,0.03,42.5,0.8450980400142571,1,5.1034093
321,0.03,42.5,1.14612803567824,1,5.113419
322,0.03,42.5,1.20411998265592,1,5.11531
323,0.03,42.5,0.7781512503836441,1,5.1011405
324,0.03,42.5,0.8450980400142571,1,5.1034093
325,0.03,42.5,0.698970004336019,1,5.0984364
326,0.02,42.5,1.07918124604762,1,5.2469735
327,0.02,42.5,1.23044892137827,1,5.251547
328,0.02,42.5,1.1760912590556798,1,5.2499127
329,0.02,42.5,0.8450980400142571,1,5.239729
330,0.02,42.5,0.6020599913279621,1,5.231995
331,0.02,42.5,1.32221929473392,1,5.2542796
332,0.02,42.5,1.11394335230684,1,5.248032
333,0.02,42.5,0.6020599913279621,1,5.231995
334,0.02,42.5,1.4623979978989599,1,5.258392
335,0.02,42.5,0.698970004336019,1,5.235104
336,0.02,42.5,0.8450980400142571,1,5.239729
337,0.01,42.5,0.8450980400142571,1,5.3657675
338,0.01,42.5,0.698970004336019,1,5.361506
339,0.01,42.5,1.0,1,5.3701963
340,0.01,42.5,0.7781512503836441,1,5.363825
341,0.01,42.5,0.9542425094393249,1,5.368898
342,0.01,42.5,0.9030899869919442,1,5.3674364
343,1.29,47.5,1.0,1,0.110028386
344,1.16,47.5,1.5910646070265002,1,0.112476945
345,1.09,47.5,1.7160033436348001,1,0.11479068
346,1.07,47.5,0.9542425094393249,1,0.114938974
347,1.04,47.5,1.57978359661681,1,0.11692572
348,1.02,47.5,0.7781512503836441,1,0.11709607
349,0.94,47.5,1.1760912590556798,1,0.12330675
350,0.92,47.5,0.9542425094393249,1,0.12479353
351,0.87,47.5,0.6020599913279621,1,0.12975311
352,0.83,47.5,1.8808135922807898,1,0.1399101
353,0.8,47.5,0.7781512503836441,1,0.14183998
354,0.8,47.5,0.8450980400142571,1,0.1420846
355,0.79,47.5,1.0,1,0.1448096
356,0.77,47.5,1.6720978579357202,1,0.15256071
357,0.77,47.5,1.41497334797082,1,0.15137339
358,0.77,47.5,1.44715803134222,1,0.1515199
359,0.74,47.5,1.25527250510331,1,0.15908456
360,0.71,47.5,1.11394335230684,1,0.16836905
361,0.71,47.5,0.698970004336019,1,0.1660043
362,0.71,47.5,0.7781512503836441,1,0.16644776
363,0.65,47.5,1.04139268515823,1,0.19430178
364,0.62,47.5,1.5314789170422598,1,0.21585077
365,0.62,47.5,1.14612803567824,1,0.21252346
366,0.61,47.5,0.9542425094393249,1,0.21741956
367,0.61,47.5,0.8450980400142571,1,0.21647829
368,0.61,47.5,1.6334684555795902,1,0.2234782
369,0.6,47.5,1.44715803134222,1,0.22887623
370,0.59,47.5,1.5910646070265002,1,0.2378251
371,0.57,47.5,1.6334684555795902,1,0.25495255
372,0.56,47.5,0.698970004336019,1,0.25439066
373,0.55,47.5,0.6020599913279621,1,0.26286757
374,0.54,47.5,0.9030899869919442,1,0.27620423
375,0.54,47.5,0.698970004336019,1,0.27400064
376,0.53,47.5,0.8450980400142571,1,0.28644788
377,0.53,47.5,0.698970004336019,1,0.2848271
378,0.52,47.5,1.0,1,0.29985172
379,0.51,47.5,1.14612803567824,1,0.31406873
380,0.5,47.5,0.9030899869919442,1,0.3245073
381,0.49,47.5,0.698970004336019,1,0.33625782
382,0.47,47.5,1.41497334797082,1,0.3771264
383,0.47,47.5,1.1760912590556798,1,0.3739941
384,0.46,47.5,0.698970004336019,1,0.3853333
385,0.46,47.5,1.11394335230684,1,0.39081818
386,0.45,47.5,0.698970004336019,1,0.4041481
387,0.44,47.5,1.3979400086720402,1,0.43400216
388,0.43,47.5,1.49136169383427,1,0.45723188
389,0.43,47.5,1.14612803567824,1,0.45236284
390,0.43,47.5,1.25527250510331,1,0.45389926
391,0.42,47.5,0.6020599913279621,1,0.4680947
392,0.42,47.5,1.07918124604762,1,0.4748984
393,0.42,47.5,1.34242268082221,1,0.47867036
394,0.41,47.5,1.30102999566398,1,0.50339365
395,0.4,47.5,0.7781512503836441,1,0.52290165
396,0.39,47.5,1.25527250510331,1,0.5593182
397,0.38,47.5,1.04139268515823,1,0.58766866
398,0.38,47.5,1.0,1,0.58703256
399,0.38,47.5,0.9030899869919442,1,0.58554256
400,0.36,47.5,1.23044892137827,1,0.6615027
401,0.36,47.5,1.20411998265592,1,0.661083
402,0.36,47.5,1.3617278360175902,1,0.66359216
403,0.36,47.5,1.27875360095283,1,0.6622718
404,0.35,47.5,1.6334684555795902,1,0.70778835
405,0.35,47.5,1.07918124604762,1,0.6987995
406,0.35,47.5,1.69897000433602,1,0.7088426
407,0.34,47.5,1.23044892137827,1,0.7442318
408,0.34,47.5,0.9542425094393249,1,0.7396249
409,0.33,47.5,0.7781512503836441,1,0.78295535
410,0.33,47.5,1.5185139398778897,1,0.795586
411,0.32,47.5,0.6020599913279621,1,0.8299224
412,0.32,47.5,1.04139268515823,1,0.83768547
413,0.31,47.5,1.47712125471966,1,0.8998958
414,0.31,47.5,1.32221929473392,1,0.89713025
415,0.31,47.5,1.32221929473392,1,0.89713025
416,0.3,47.5,1.14612803567824,1,0.9529983
417,0.3,47.5,0.6020599913279621,1,0.94279784
418,0.3,47.5,1.30102999566398,1,0.95586777
419,0.3,47.5,0.698970004336019,1,0.9446276
420,0.3,47.5,1.27875360095283,1,0.95545566
421,0.3,47.5,0.7781512503836441,1,0.9461186
422,0.29,47.5,1.32221929473392,1,1.0204347
423,0.29,47.5,1.6232492903979001,1,1.0261292
424,0.29,47.5,0.7781512503836441,1,1.0099552
425,0.28,47.5,0.9542425094393249,1,1.0828414
426,0.28,47.5,1.3617278360175902,1,1.0909321
427,0.27,47.5,1.04139268515823,1,1.1601839
428,0.27,47.5,1.79239168949825,1,1.1754379
429,0.27,47.5,0.6020599913279621,1,1.1510015
430,0.26,47.5,1.14612803567824,1,1.2446816
431,0.26,47.5,0.9542425094393249,1,1.240558
432,0.26,47.5,0.7781512503836441,1,1.2367395
433,0.26,47.5,0.698970004336019,1,1.2350128
434,0.26,47.5,1.5910646070265002,1,1.254082
435,0.26,47.5,0.8450980400142571,1,1.2381952
436,0.26,47.5,0.698970004336019,1,1.2350128
437,0.25,47.5,1.1760912590556798,1,1.3349438
438,0.25,47.5,0.9542425094393249,1,1.3299944
439,0.25,47.5,0.8450980400142571,1,1.3275383
440,0.24,47.5,0.9030899869919442,1,1.4260987
441,0.24,47.5,1.32221929473392,1,1.4357799
442,0.24,47.5,1.23044892137827,1,1.4336805
443,0.24,47.5,1.7075701760979398,1,1.4444592
444,0.24,47.5,1.07918124604762,1,1.4301953
445,0.23,47.5,1.07918124604762,1,1.5360262
446,0.23,47.5,1.04139268515823,1,1.5351182
447,0.22,47.5,1.11394335230684,1,1.651602
448,0.22,47.5,1.0,1,1.6487721
449,0.22,47.5,0.6020599913279621,1,1.638727
450,0.22,47.5,1.0,1,1.6487721
451,0.22,47.5,1.5314789170422598,1,1.6617839
452,0.22,47.5,1.5185139398778897,1,1.6614726
453,0.21,47.5,1.55630250076729,1,1.7865912
454,0.21,47.5,0.698970004336019,1,1.7647941
455,0.21,47.5,1.32221929473392,1,1.7807721
456,0.21,47.5,0.8450980400142571,1,1.7686015
457,0.21,47.5,0.698970004336019,1,1.7647941
458,0.21,47.5,1.04139268515823,1,1.7736573
459,0.2,47.5,1.20411998265592,1,1.9109436
460,0.2,47.5,1.5314789170422598,1,1.9193087
461,0.2,47.5,0.7781512503836441,1,1.8997519
462,0.2,47.5,1.14612803567824,1,1.9094403
463,0.19,47.5,1.47712125471966,1,2.0600417
464,0.19,47.5,1.04139268515823,1,2.0486362
465,0.19,47.5,1.11394335230684,1,2.050562
466,0.19,47.5,1.20411998265592,1,2.0529406
467,0.19,47.5,1.27875360095283,1,2.0548968
468,0.19,47.5,1.0,1,2.047534
469,0.18,47.5,1.04139268515823,1,2.1987104
470,0.18,47.5,0.7781512503836441,1,2.1915765
471,0.18,47.5,1.27875360095283,1,2.2050238
472,0.18,47.5,1.38021124171161,1,2.2076876
473,0.18,47.5,1.6020599913279598,1,2.213441
474,0.18,47.5,0.9030899869919442,1,2.1949792
475,0.18,47.5,0.8450980400142571,1,2.1934037
476,0.17,47.5,1.07918124604762,1,2.3567722
477,0.17,47.5,1.23044892137827,1,2.3608022
478,0.17,47.5,1.3617278360175902,1,2.364262
479,0.17,47.5,1.5440680443502801,1,2.3690133
480,0.17,47.5,1.5185139398778897,1,2.368351
481,0.17,47.5,1.6720978579357202,1,2.3723106
482,0.17,47.5,0.698970004336019,1,2.3464456
483,0.17,47.5,1.11394335230684,1,2.3577023
484,0.17,47.5,1.23044892137827,1,2.3608022
485,0.16,47.5,1.4623979978989599,1,2.5292783
486,0.16,47.5,0.698970004336019,1,2.508947
487,0.16,47.5,1.5185139398778897,1,2.53073
488,0.16,47.5,0.9542425094393249,1,2.5158653
489,0.16,47.5,0.6020599913279621,1,2.506288
490,0.15,47.5,0.8450980400142571,1,2.6789198
491,0.15,47.5,1.55630250076729,1,2.6975217
492,0.15,47.5,1.4623979978989599,1,2.6951122
493,0.15,47.5,1.41497334797082,1,2.6938896
494,0.14,47.5,0.7781512503836441,1,2.8446107
495,0.14,47.5,1.07918124604762,1,2.8525085
496,0.14,47.5,1.20411998265592,1,2.8557496
497,0.14,47.5,1.5051499783199098,1,2.863473
498,0.14,47.5,1.04139268515823,1,2.8515239
499,0.14,47.5,1.20411998265592,1,2.8557496
500,0.14,47.5,1.04139268515823,1,2.8515239
501,0.13,47.5,0.6020599913279621,1,3.0069232
502,0.13,47.5,1.30102999566398,1,3.0250268
503,0.13,47.5,1.34242268082221,1,3.0260835
504,0.13,47.5,1.04139268515823,1,3.0183625
505,0.13,47.5,1.41497334797082,1,3.0279307
506,0.13,47.5,1.30102999566398,1,3.0250268
507,0.13,47.5,1.0,1,3.017293
508,0.13,47.5,1.11394335230684,1,3.0202312
509,0.12,47.5,1.14612803567824,1,3.1855884
510,0.12,47.5,1.25527250510331,1,3.1883821
511,0.12,47.5,1.32221929473392,1,3.190092
512,0.12,47.5,1.41497334797082,1,3.1924567
513,0.12,47.5,1.23044892137827,1,3.1877475
514,0.12,47.5,1.14612803567824,1,3.1855884
515,0.12,47.5,1.49136169383427,1,3.1944003
516,0.12,47.5,1.14612803567824,1,3.1855884
517,0.11,47.5,1.38021124171161,1,3.3525476
518,0.11,47.5,1.04139268515823,1,3.3437982
519,0.11,47.5,1.47712125471966,1,3.3550458
520,0.11,47.5,1.25527250510331,1,3.3493242
521,0.11,47.5,1.44715803134222,1,3.3542738
522,0.11,47.5,1.0,1,3.3427272
523,0.11,47.5,0.8450980400142571,1,3.338716
524,0.11,47.5,1.20411998265592,1,3.3480039
525,0.11,47.5,0.6020599913279621,1,3.332408
526,0.11,47.5,1.23044892137827,1,3.3486838
527,0.11,47.5,0.6020599913279621,1,3.332408
528,0.11,47.5,1.07918124604762,1,3.3447752
529,0.1,47.5,0.6020599913279621,1,3.4886293
530,0.1,47.5,1.5440680443502801,1,3.513486
531,0.1,47.5,0.9542425094393249,1,3.4979105
532,0.1,47.5,1.04139268515823,1,3.5002093
533,0.1,47.5,1.23044892137827,1,3.5051985
534,0.1,47.5,0.698970004336019,1,3.4911819
535,0.1,47.5,1.27875360095283,1,3.506474
